WSxM file copyright UAM
WSxM ASCII XYZ file
X[V]		Y[nm]		Z[]

10	0	0.851418
9.99023	0	0.82051
9.98046	0	0.812376
9.97069	0	0.789525
9.96092	0	0.791205
9.95115	0	0.798751
9.94138	0	0.802383
9.93161	0	0.817982
9.92184	0	0.814482
9.91207	0	0.816158
9.9023	0	0.811639
9.89253	0	0.821355
9.88276	0	0.817048
9.87298	0	0.828651
9.86321	0	0.82106
9.85344	0	0.822237
9.84367	0	0.820503
9.8339	0	0.823128
9.82413	0	0.81658
9.81436	0	0.818298
9.80459	0	0.807282
9.79482	0	0.811415
9.78505	0	0.814083
9.77528	0	0.808015
9.76551	0	0.80693
9.75574	0	0.798986
9.74597	0	0.790924
9.7362	0	0.785149
9.72643	0	0.786351
9.71666	0	0.786057
9.70689	0	0.791481
9.69712	0	0.793416
9.68735	0	0.793298
9.67758	0	0.792624
9.66781	0	0.788315
9.65804	0	0.785237
9.64827	0	0.783097
9.6385	0	0.783947
9.62872	0	0.787728
9.61895	0	0.786263
9.60918	0	0.7804
9.59941	0	0.77694
9.58964	0	0.778172
9.57987	0	0.775797
9.5701	0	0.773481
9.56033	0	0.778553
9.55056	0	0.785002
9.54079	0	0.789575
9.53102	0	0.791129
9.52125	0	0.78383
9.51148	0	0.78295
9.50171	0	0.785002
9.49194	0	0.788725
9.48217	0	0.787318
9.4724	0	0.787816
9.46263	0	0.787523
9.45286	0	0.78553
9.44309	0	0.787728
9.43332	0	0.782276
9.42355	0	0.780957
9.41378	0	0.776442
9.40401	0	0.769817
9.39424	0	0.761315
9.38447	0	0.75557
9.37469	0	0.75727
9.36492	0	0.753547
9.35515	0	0.755101
9.34538	0	0.744547
9.33561	0	0.743345
9.32584	0	0.745778
9.31607	0	0.748241
9.3063	0	0.755247
9.29653	0	0.757065
9.28676	0	0.755863
9.27699	0	0.742085
9.26722	0	0.737805
9.25745	0	0.731414
9.24768	0	0.733671
9.23791	0	0.728336
9.22814	0	0.721418
9.21837	0	0.710805
9.2086	0	0.701483
9.19883	0	0.692542
9.18906	0	0.686444
9.17929	0	0.678324
9.16952	0	0.679673
9.15975	0	0.685858
9.14998	0	0.689552
9.14021	0	0.695327
9.13043	0	0.69477
9.12066	0	0.697262
9.11089	0	0.699431
9.10112	0	0.698083
9.09135	0	0.687383
9.08158	0	0.682604
9.07181	0	0.678148
9.06204	0	0.668005
9.05227	0	0.66396
9.0425	0	0.653201
9.03273	0	0.649683
9.02296	0	0.653406
9.01319	0	0.650299
9.00342	0	0.644993
8.99365	0	0.646869
8.98388	0	0.659299
8.97411	0	0.661233
8.96434	0	0.66223
8.95457	0	0.653993
8.9448	0	0.646869
8.93503	0	0.640977
8.92526	0	0.636433
8.91549	0	0.638045
8.90572	0	0.643586
8.89595	0	0.650592
8.88617	0	0.650827
8.8764	0	0.655107
8.86663	0	0.654227
8.85686	0	0.659914
8.84709	0	0.666041
8.83732	0	0.665396
8.82755	0	0.662553
8.81778	0	0.656133
8.80801	0	0.651794
8.79824	0	0.647074
8.78847	0	0.649009
8.7787	0	0.649654
8.76893	0	0.653934
8.75916	0	0.660882
8.74939	0	0.667067
8.73962	0	0.676096
8.72985	0	0.68322
8.72008	0	0.67592
8.71031	0	0.679702
8.70054	0	0.679966
8.69077	0	0.674484
8.681	0	0.676008
8.67123	0	0.679614
8.66146	0	0.679409
8.65169	0	0.678881
8.64191	0	0.680435
8.63214	0	0.677445
8.62237	0	0.673575
8.6126	0	0.667565
8.60283	0	0.66994
8.59306	0	0.679731
8.58329	0	0.67938
8.57352	0	0.676946
8.56375	0	0.676946
8.55398	0	0.675832
8.54421	0	0.677034
8.53444	0	0.675803
8.52467	0	0.679174
8.5149	0	0.684744
8.50513	0	0.693773
8.49536	0	0.693392
8.48559	0	0.692865
8.47582	0	0.687383
8.46605	0	0.69433
8.45628	0	0.699754
8.44651	0	0.696851
8.43674	0	0.695063
8.42697	0	0.694389
8.4172	0	0.696089
8.40743	0	0.697936
8.39766	0	0.706965
8.38788	0	0.710131
8.37811	0	0.713268
8.36834	0	0.718603
8.35857	0	0.723675
8.3488	0	0.73071
8.33903	0	0.735078
8.32926	0	0.729215
8.31949	0	0.737775
8.30972	0	0.744694
8.29995	0	0.748534
8.29018	0	0.753019
8.28041	0	0.76199
8.27064	0	0.770638
8.26087	0	0.775475
8.2511	0	0.780107
8.24133	0	0.771488
8.23156	0	0.77055
8.22179	0	0.770022
8.21202	0	0.773452
8.20225	0	0.777351
8.19248	0	0.7804
8.18271	0	0.784709
8.17294	0	0.788051
8.16317	0	0.79963
8.1534	0	0.805376
8.14362	0	0.812441
8.13385	0	0.81848
8.12408	0	0.827157
8.11431	0	0.830353
8.10454	0	0.839558
8.09477	0	0.84287
8.085	0	0.848528
8.07523	0	0.859052
8.06546	0	0.867466
8.05569	0	0.871072
8.04592	0	0.876671
8.03615	0	0.872713
8.02638	0	0.867612
8.01661	0	0.868169
8.00684	0	0.866205
7.99707	0	0.865384
7.9873	0	0.864329
7.97753	0	0.870016
7.96776	0	0.876495
7.95799	0	0.87925
7.94822	0	0.881772
7.93845	0	0.888807
7.92868	0	0.895608
7.91891	0	0.902116
7.90914	0	0.909592
7.89936	0	0.908536
7.88959	0	0.911702
7.87982	0	0.913315
7.87005	0	0.914399
7.86028	0	0.914722
7.85051	0	0.908331
7.84074	0	0.90581
7.83097	0	0.905048
7.8212	0	0.905986
7.81143	0	0.902849
7.80166	0	0.90965
7.79189	0	0.91009
7.78212	0	0.913491
7.77235	0	0.921171
7.76258	0	0.929526
7.75281	0	0.933689
7.74304	0	0.936122
7.73327	0	0.933337
7.7235	0	0.937969
7.71373	0	0.945268
7.70396	0	0.951806
7.69419	0	0.951747
7.68442	0	0.952245
7.67465	0	0.954385
